Id,Lastname,Name,Rating,Position,Rarity,Skill Moves,Weak Foot,Chemistry,Country,League,Club,Untradeable,Loans,Bought For,Price Range,Discard Value,Location
192985,De Bruyne,Kevin,91,14,Rare,4,5,Basic,Belgium,Premier League,Manchester City,true,0,0,10500-130000,0,CLUB
194765,Griezmann,Antoine,88,25,Rare,4,3,Basic,France,LALIGA EA SPORTS,Atlético de Madrid,true,0,0,6100-35000,0,CLUB
197445,Alaba,David,85,5,Rare,3,4,Basic,Austria,LALIGA EA SPORTS,Real Madrid,true,0,0,2100-10000,0,CLUB
200145,Venancio Casimiro,Carlos Henrique,89,10,Rare,2,3,Basic,Brazil,Premier League,Manchester Utd,true,0,0,9100-60000,0,CLUB
200389,Oblak,Jan,88,0,Rare,1,3,GK Basic,Slovenia,LALIGA EA SPORTS,Atlético de Madrid,true,0,0,6100-32500,0,CLUB
200641,Konoplyanka,Yevhen,69,16,Common,4,3,Basic,Ukraine,SUPERLIGA,CFR 1907 Cluj,false,0,200,150-10000,104,CLUB
200724,Fernández Iglesias,José Ignacio,86,5,Centurions Evo,2,4,Basic,Spain,LALIGA EA SPORTS,Real Madrid,true,0,0,850-10000,0,CLUB
202106,Knoll,Marvin,63,10,Common,2,3,Basic,Germany,3. Liga,MSV Duisburg,false,0,0,150-10000,19,CLUB
202330,Diaby,Abdoulay,70,12,Common,3,2,Basic,Mali,Trendyol Süper Lig,Pendikspor,false,0,0,150-10000,105,CLUB
202851,Defrel,Grégoire,73,21,Rare,3,3,Basic,France,Serie A TIM,Sassuolo,false,0,0,300-10000,256,CLUB
202881,Buckley,Keith,61,10,Common,2,3,Basic,Republic of Ireland,SSE Airtricity Men's Premier Division,Bohemian FC,true,0,0,150-10000,0,CLUB
203376,van Dijk,Virgil,89,5,Rare,2,3,Basic,Netherlands,Premier League,Liverpool,false,0,0,10250-190000,632,CLUB
203551,Florenzi,Alessandro,75,3,Common,3,4,Basic,Italy,Serie A TIM,Milan,true,0,0,300-10000,0,CLUB
204485,Mahrez,Riyad,86,12,Rare,5,4,Basic,Algeria,ROSHN Saudi League,Al Ahli,true,0,0,3600-13000,0,CLUB
204882,Williams,Ryan,65,23,Common,3,3,Basic,Australia,Indian Super League,Bengaluru FC,false,0,200,150-10000,98,CLUB
205207,Ramírez,Cristian,75,7,Common,3,3,Basic,Ecuador,Magyar Liga,Ferencvárosi TC,false,0,0,300-10000,266,CLUB
205686,Savanier,Téji,80,18,Rare,4,5,Basic,France,Ligue 1 Uber Eats,Montpellier,true,0,0,650-10000,0,CLUB
206083,Murphy,Josh,64,23,Rare,4,4,Basic,England,EFL League One,Oxford United,false,0,0,150-10000,48,CLUB
206113,Gnabry,Serge,87,12,Centurions Evo,4,4,Basic,Germany,Bundesliga,FC Bayern München,true,0,0,1100-10000,0,CLUB
207865,Aoás Corrêa,Marcos,87,5,Rare,3,3,Basic,Brazil,Ligue 1 Uber Eats,Paris SG,true,0,0,5100-22000,0,CLUB
207935,Dituro,Matías,75,0,Common,1,3,GK Basic,Argentina,Trendyol Süper Lig,Karagümrük SK,true,0,0,300-10000,0,CLUB
208999,Wright,Drey,64,2,Rare,3,3,Basic,England,cinch Premiership,St. Johnstone,false,0,0,150-10000,48,CLUB
209331,Salah,Mohamed,89,23,Rare,4,3,Basic,Egypt,Premier League,Liverpool,true,0,0,9100-70000,0,CLUB
209499,Henrique Tavares,Fábio,84,10,Rare,3,2,Basic,Brazil,ROSHN Saudi League,Al Ittihad,true,0,0,1100-10000,0,CLUB
210008,Rabiot,Adrien,86,14,Evolutions II,3,3,Basic,France,Serie A TIM,Juventus,true,0,0,1100-10000,0,CLUB
210602,Al Dawsari,Salem,77,16,Rare,4,5,Basic,Saudi Arabia,ROSHN Saudi League,Al Hilal,false,0,0,650-10000,547,CLUB
211143,Ironside,Joe,64,25,Rare,2,3,Basic,England,EFL League Two,Doncaster,false,0,0,150-10000,48,CLUB
212242,Andrich,Robert,82,10,Rare,3,4,Basic,Germany,Bundesliga,Leverkusen,false,0,0,700-10000,582,CLUB
212622,Kimmich,Joshua,88,10,Rare,3,4,Basic,Germany,Bundesliga,FC Bayern München,true,0,0,6100-32500,0,CLUB
212831,Ramses Becker,Alisson,89,0,Rare,1,3,GK Basic,Brazil,Premier League,Liverpool,true,0,0,9100-60000,0,CLUB
213345,Coman,Kingsley,85,16,Rare,5,3,Basic,France,Bundesliga,FC Bayern München,true,0,0,2100-10000,0,CLUB
213948,Holmes,Duane,68,18,Common,3,3,Basic,United States,EFL Championship,Preston,false,0,200,150-10000,102,CLUB
215698,Maignan,Mike,87,0,Rare,1,4,GK Basic,France,Serie A TIM,Milan,true,0,0,5100-21000,0,CLUB
216267,Robertson,Andrew,86,7,Rare,3,2,Basic,Scotland,Premier League,Liverpool,true,0,0,3600-15000,0,CLUB
218667,Carvalho e Silva,Bernardo Mota,88,14,Rare,4,3,Basic,Portugal,Premier League,Manchester City,true,0,0,6100-32500,0,CLUB
220814,Hernández,Lucas,84,5,Rare,2,2,Basic,France,Ligue 1 Uber Eats,Paris SG,true,0,0,1100-10000,0,CLUB
221824,Piao,Cheng,65,14,Common,3,3,Basic,China PR,Chinese Football Association Super League,Beijing FC,false,0,200,150-10000,98,CLUB
222665,Ødegaard,Martin,87,18,Rare,5,2,Basic,Norway,Premier League,Arsenal,true,0,0,5100-21000,0,CLUB
224232,Barella,Nicolò,86,14,Rare,3,3,Basic,Italy,Serie A TIM,Inter,true,0,0,3600-14000,0,CLUB
224293,da Silva Neves,Rúben Diogo,84,10,Rare,3,4,Basic,Portugal,ROSHN Saudi League,Al Hilal,true,0,0,1100-10000,0,CLUB
224874,Pellegrino,Amahl,75,27,Common,4,3,Basic,Norway,Eliteserien,FK Bodø/Glimt,false,0,0,300-10000,266,CLUB
225779,Sheaf,Ben,73,10,Rare,2,3,Basic,England,EFL Championship,Coventry City,true,0,0,300-10000,0,CLUB
226177,Sauerbrunn,Becky,85,5,Rare,3,3,Basic,United States,National Women's Soccer League,Portland Thorns,true,0,0,2100-10000,0,CLUB
226301,Morgan,Alex,89,25,Rare,4,5,Basic,United States,National Women's Soccer League,San Diego Wave,true,0,0,9100-65000,0,CLUB
226302,Popp,Alexandra,88,25,Rare,3,5,Basic,Germany,Google Pixel Frauen-Bundesliga,VfL Wolfsburg,true,0,0,6100-32500,0,CLUB
226336,Dunn,Crystal,84,18,Rare,4,4,Basic,United States,National Women's Soccer League,Portland Thorns,true,0,0,1100-10000,0,CLUB
226890,Vieira da Silva,Marta,84,18,Rare,5,4,Basic,Brazil,National Women's Soccer League,Orlando Pride,true,0,0,1100-10000,0,CLUB
226979,Ilestedt,Amanda,84,5,Rare,2,3,Basic,Sweden,Barclays Women’s Super League,Arsenal,true,0,0,1100-10000,0,CLUB
227013,Rolfö,Fridolina,87,7,Rare,4,5,Basic,Sweden,Liga F,FC Barcelona,true,0,0,5100-21000,0,CLUB
227110,Foord,Caitlin,84,27,Rare,3,3,Basic,Australia,Barclays Women’s Super League,Arsenal,true,0,0,1100-10000,0,CLUB
227119,Catley,Steph,83,7,Rare,3,2,Basic,Australia,Barclays Women’s Super League,Arsenal,true,0,0,850-10000,0,CLUB
227186,Batalla,Augusto,76,0,CONMEBOL Sudamericana,1,3,GK Basic,Argentina,CONMEBOL Sudamericana,San Lorenzo,true,0,0,350-10000,0,CLUB
227190,Paredes Hernández,Irene,88,5,Rare,2,3,Basic,Spain,Liga F,FC Barcelona,true,0,0,6100-32500,0,CLUB
227191,Torrejón Moya,Marta,84,3,Rare,2,3,Basic,Spain,Liga F,FC Barcelona,true,0,0,1100-10000,0,CLUB
227203,Putellas Segura,Alexia,91,14,Rare,5,5,Hunter,Spain,Liga F,FC Barcelona,true,0,0,31000-600000,0,CLUB
227246,Bronze,Lucy,87,3,Rare,3,3,Basic,England,Liga F,FC Barcelona,true,0,0,5100-20000,0,CLUB
227310,Hegerberg,Ada,89,25,Rare,4,4,Basic,Norway,D1 Arkema,OL,true,0,0,9100-55000,0,CLUB
227316,Renard,Wendie,88,5,Rare,2,3,Basic,France,D1 Arkema,OL,true,0,0,6100-32500,0,CLUB
227318,Henry,Amandine,85,10,Rare,3,3,Basic,France,National Women's Soccer League,Angel City FC,true,0,0,2100-10000,0,CLUB
227323,Reiten,Guro,88,27,Rare,4,3,Basic,Norway,Barclays Women’s Super League,Chelsea,true,0,0,6100-32500,0,CLUB
227337,Huth,Svenja,85,12,Rare,4,4,Basic,Germany,Google Pixel Frauen-Bundesliga,VfL Wolfsburg,true,0,0,2100-10000,0,CLUB
227361,Diani,Kadidiatou,89,23,Rare,4,4,Basic,France,D1 Arkema,OL,true,0,0,9100-65000,0,CLUB
227383,Buchanan,Kadeisha,85,5,Rare,2,3,Basic,Canada,Barclays Women’s Super League,Chelsea,true,0,0,2100-10000,0,CLUB
227392,Lawrence,Ashley,86,3,Rare,3,4,Basic,Canada,Barclays Women’s Super League,Chelsea,true,0,0,3600-13000,0,CLUB
227410,Scott,Desiree,84,10,Rare,3,3,Basic,Canada,National Women's Soccer League,KC Current,true,0,0,1100-10000,0,CLUB
227776,Paños Garcia,Sandra,87,0,Rare,1,3,GK Basic,Spain,Liga F,FC Barcelona,true,0,0,5100-20000,0,CLUB
228702,de Jong,Frenkie,87,14,Rare,4,3,Basic,Netherlands,LALIGA EA SPORTS,FC Barcelona,true,0,0,5100-22000,0,CLUB
228998,Marzino,Dario,57,0,Common,1,2,GK Basic,Switzerland,Credit Suisse Super League,BSC Young Boys,false,0,0,150-10000,17,CLUB
230621,Donnarumma,Gianluigi,87,0,Rare,1,3,GK Basic,Italy,Ligue 1 Uber Eats,Paris SG,true,0,0,5100-21000,0,CLUB
230963,Borba Ferreira Jr.,Rivaldo Vítor,64,25,Rare,3,3,Basic,Brazil,SUPERLIGA,Farul Constanța,true,0,0,150-10000,0,CLUB
231281,Alexander-Arnold,Trent,88,3,Winter Wildcards Evo,3,4,Basic,England,Premier League,Liverpool,true,0,0,3600-13000,0,CLUB
231432,Horan,Lindsey,86,14,Rare,4,3,Basic,United States,D1 Arkema,OL,true,0,0,3600-13000,0,CLUB
231443,Dembélé,Ousmane,86,23,Rare,5,5,Basic,France,Ligue 1 Uber Eats,Paris SG,true,0,0,3600-15000,0,CLUB
231478,Martínez,Lautaro,87,25,Rare,4,4,Basic,Argentina,Serie A TIM,Inter,true,0,0,5100-21000,0,CLUB
231677,Rashford,Marcus,85,27,Rare,5,3,Basic,England,Premier League,Manchester Utd,true,0,0,2100-14000,0,CLUB
231866,Hernández Cascante,Rodrigo,89,10,Rare,3,4,Basic,Spain,Premier League,Manchester City,true,0,0,9100-55000,0,CLUB
232073,Swanson,Mallory,86,27,Rare,4,5,Basic,United States,National Women's Soccer League,Chicago Red Stars,true,0,0,3600-13000,0,CLUB
232075,Lavelle,Rose,87,18,Rare,4,4,Basic,United States,National Women's Soccer League,OL Reign,true,0,0,5100-21000,0,CLUB
232166,Herbers,Fabian,64,18,Rare,3,3,Basic,Germany,Major League Soccer,Chicago Fire FC,false,0,0,150-10000,48,CLUB
232258,Song,Wenjie,57,25,Common,3,3,Basic,China PR,Chinese Football Association Super League,Qingdao Hainiu,false,0,0,150-10000,17,CLUB
232363,Škriniar,Milan,84,5,Rare,2,3,Basic,Slovakia,Ligue 1 Uber Eats,Paris SG,true,0,0,1100-10000,0,CLUB
232656,Hernández,Theo,85,7,Rare,3,3,Basic,France,Serie A TIM,Milan,true,0,0,2100-32500,0,CLUB
233662,Karchaoui,Sakina,86,7,Rare,4,4,Basic,France,D1 Arkema,Paris SG,true,0,0,3600-19000,0,CLUB
233746,Miedema,Vivianne,86,25,Rare,4,4,Basic,Netherlands,Barclays Women’s Super League,Arsenal,true,0,0,3600-13000,0,CLUB
233837,Magull,Lina,87,18,Rare,5,3,Basic,Germany,Google Pixel Frauen-Bundesliga,FC Bayern München,true,0,0,5100-20000,0,CLUB
234791,Peres Petroni,Luan,76,5,Common,2,2,Basic,Brazil,Trendyol Süper Lig,Fenerbahçe,false,0,0,350-10000,270,CLUB
235073,Kobel,Gregor,87,0,Rare,1,3,GK Basic,Switzerland,Bundesliga,Borussia Dortmund,true,0,0,5100-21000,0,CLUB
235212,Hakimi,Achraf,84,3,Rare,4,4,Basic,Morocco,Ligue 1 Uber Eats,Paris SG,true,0,0,1100-10000,0,CLUB
235243,de Ligt,Matthijs,86,5,Rare,2,3,Basic,Netherlands,Bundesliga,FC Bayern München,true,0,0,3600-13000,0,CLUB
235805,Chiesa,Federico,84,16,Rare,4,4,Basic,Italy,Serie A TIM,Juventus,true,0,0,1100-10000,0,CLUB
235925,Gómez,Gastón,70,0,Common,1,2,GK Basic,Argentina,Liga Profesional de Fútbol,Vélez Sarsfield,false,0,0,150-10000,105,CLUB
236479,León Cebrián,María Pilar,89,5,Rare,2,3,Gladiator,Spain,Liga F,FC Barcelona,true,0,0,9100-60000,0,CLUB
236490,Arase,Kelvin,67,12,Common,3,4,Basic,Austria,3. Liga,SV Waldhof,false,0,0,150-10000,101,CLUB
237086,Kim,Min Jae,84,5,Rare,2,3,Basic,Korea Republic,Bundesliga,FC Bayern München,true,0,0,1100-10000,0,CLUB
237197,Geyoro,Grace,86,14,Rare,3,3,Basic,France,D1 Arkema,Paris SG,true,0,0,3600-13000,0,CLUB
237204,Hackett,Reeco,63,27,Common,3,3,Basic,St Lucia,EFL League One,Lincoln City,true,0,0,150-10000,0,CLUB
237289,Guijarro Gutiérrez,Patricia,88,14,Rare,4,4,Basic,Spain,Liga F,FC Barcelona,true,0,0,6100-32500,0,CLUB
237383,Bastoni,Alessandro,87,5,In-Progress Evolution,2,3,Basic,Italy,Serie A TIM,Inter,true,0,0,2100-10000,0,CLUB
237673,Sheridan,Kailen,85,0,Rare,1,2,GK Basic,Canada,National Women's Soccer League,San Diego Wave,true,0,0,2100-10000,0,CLUB
238257,Bright,Millie,85,5,Rare,2,4,Basic,England,Barclays Women’s Super League,Chelsea,true,0,0,2100-10000,0,CLUB
238370,Pongračić,Marin,87,5,Winter Wildcards Evo,2,3,Basic,Croatia,Serie A TIM,Lecce,true,0,0,300-10000,0,CLUB
238621,Nascimento França,Rodrigo,77,5,Common,2,2,Basic,Brazil,Trendyol Süper Lig,Fenerbahçe,false,0,0,350-10000,273,CLUB
238794,de Oliveira Júnior,Vinícius José,89,27,Rare,5,4,Catalyst,Brazil,LALIGA EA SPORTS,Real Madrid,false,0,515000,48750-900000,632,CLUB
239053,Valverde,Federico,88,14,Rare,3,4,Basic,Uruguay,LALIGA EA SPORTS,Real Madrid,false,0,0,7600-140000,625,CLUB
239085,Haaland,Erling,91,25,Rare,3,3,Basic,Norway,Premier League,Manchester City,true,0,0,10500-120000,0,CLUB
239818,Gato Alves Dias,Rúben Santos,89,5,Rare,2,4,Basic,Portugal,Premier League,Manchester City,true,0,0,9100-60000,0,CLUB
240714,Roord,Jill,86,18,Rare,4,4,Basic,Netherlands,Barclays Women’s Super League,Manchester City,true,0,0,3600-13000,0,CLUB
241096,Tonali,Sandro,86,10,Rare,3,4,Basic,Italy,Premier League,Newcastle Utd,true,0,0,3600-14000,0,CLUB
241162,Paintsil,Joseph,75,12,Rare,3,3,Basic,Ghana,1A Pro League,KRC Genk,false,0,0,600-10000,533,CLUB
241846,Pajor,Ewa,87,25,Rare,3,3,Basic,Poland,Google Pixel Frauen-Bundesliga,VfL Wolfsburg,true,0,0,5100-21000,0,CLUB
241864,Olowu,Joseph,62,5,Rare,2,3,Basic,England,EFL League Two,Doncaster,false,0,0,150-10000,47,CLUB
242530,Okafor,Noah,76,25,Rare,4,4,Basic,Switzerland,Serie A TIM,Milan,false,0,0,650-10000,540,CLUB
242830,Walsh,Keira,85,10,Rare,3,3,Basic,England,Liga F,FC Barcelona,true,0,0,2100-10000,0,CLUB
243812,Silva de Goes,Rodrygo,85,23,Rare,4,4,Basic,Brazil,LALIGA EA SPORTS,Real Madrid,true,0,0,2100-10000,0,CLUB
244302,Schüller,Lea,86,25,Rare,3,3,Basic,Germany,Google Pixel Frauen-Bundesliga,FC Bayern München,true,0,0,3600-13000,0,CLUB
244309,Teuma,Teddy,79,14,Rare,3,5,Basic,Malta,Ligue 1 Uber Eats,Stade de Reims,true,0,0,650-10000,0,CLUB
244863,Benrahou,Yassine,74,18,Rare,4,3,Basic,Morocco,Liga Hrvatska,Hajduk Split,true,0,0,300-10000,0,CLUB
245443,Galli,Aurora,85,14,Evolutions II,3,3,Basic,Italy,Barclays Women’s Super League,Everton,true,0,0,350-10000,0,CLUB
245956,Endler,Christiane,88,0,Rare,1,3,GK Basic,Chile,D1 Arkema,OL,true,0,0,6100-32500,0,CLUB
246356,Banini,Estefanía,79,14,Rare,4,4,Basic,Argentina,Liga F,Atlético de Madrid,true,0,0,650-10000,0,CLUB
246426,Williamson,Leah,85,5,Rare,3,3,Basic,England,Barclays Women’s Super League,Arsenal,true,0,0,2100-10000,0,CLUB
246629,Oshoala,Asisat,85,25,Rare,4,4,Basic,Nigeria,Liga F,FC Barcelona,true,0,0,2100-10000,0,CLUB
246669,Saka,Bukayo,86,23,Rare,3,3,Basic,England,Premier League,Arsenal,true,0,0,3600-14000,0,CLUB
247515,Barnes,John,87,27,Icon,4,4,Basic,England,Icons,ICON,true,0,0,65500-130000,0,CLUB
247635,Kvaratskhelia,Khvicha,86,27,Rare,5,5,Basic,Georgia,Serie A TIM,Napoli FC,true,0,0,3600-13000,0,CLUB
247788,Gwinn,Giulia,86,7,Evolutions II,3,3,Basic,Germany,Google Pixel Frauen-Bundesliga,FC Bayern München,true,0,0,850-10000,0,CLUB
248294,Gama,Saviour,54,7,Common,2,2,Basic,India,Indian Super League,FC Goa,false,0,0,150-10000,16,CLUB
248717,Oberdorf,Lena,87,10,Rare,3,3,Basic,Germany,Google Pixel Frauen-Bundesliga,VfL Wolfsburg,true,0,0,5100-20000,0,CLUB
252555,Sorinola,Matthew,64,8,Rare,3,4,Basic,England,1A Pro League,R. Union St.-G.,false,0,0,150-10000,48,CLUB
253436,Batlle Pascual,Ona,85,3,Rare,3,4,Basic,Spain,Liga F,FC Barcelona,true,0,0,2100-10000,0,CLUB
254819,Urbański,Kacper,60,18,Common,3,3,Basic,Poland,Serie A TIM,Bologna,false,0,0,150-10000,18,CLUB
255959,Guzmán,Samuel,65,16,CONMEBOL Sudamericana,3,4,Basic,Bolivia,CONMEBOL Sudamericana,O. Petrolero,true,0,0,150-10000,0,CLUB
256790,Musiala,Jamal,86,18,Rare,5,4,Basic,Germany,Bundesliga,FC Bayern München,true,0,0,3600-14000,0,CLUB
256854,Omari,Warmed,76,5,Common,2,3,Basic,France,Ligue 1 Uber Eats,Stade Rennais FC,true,0,0,350-10000,0,CLUB
257001,Kelly,Chloe,84,23,Rare,4,4,Basic,England,Barclays Women’s Super League,Manchester City,true,0,0,1100-10000,0,CLUB
257008,Hemp,Lauren,86,27,Rare,4,3,Basic,England,Barclays Women’s Super League,Manchester City,true,0,0,3600-13000,0,CLUB
258099,Ciobanu,Marius,56,12,Common,2,2,Basic,Romania,SUPERLIGA,FCU 1948 Craiova,false,0,0,150-10000,17,CLUB
259913,Sudakov,Heorhii,75,18,Common,3,5,Basic,Ukraine,Ukrayina Liha,Shakhtar Donetsk,true,0,0,300-10000,0,CLUB
261646,Iancu,Dragoș,58,27,Common,2,3,Basic,Romania,SUPERLIGA,FC Hermannstadt,false,0,0,150-10000,17,CLUB
264012,Smith,Sophia,88,25,Rare,4,5,Basic,United States,National Women's Soccer League,Portland Thorns,true,0,0,6100-35000,0,CLUB
264463,Pelegrini Safira,Alisson,69,25,Common,2,2,Basic,Brazil,Liga Portugal,Vitória SC,false,0,0,150-10000,104,CLUB
264828,Kortajarena,Iker,62,18,Rare,3,3,Basic,Spain,LALIGA HYPERMOTION,SD Huesca,false,0,0,150-10000,47,CLUB
265242,Zinsberger,Manuela,85,0,Rare,1,4,GK Basic,Austria,Barclays Women’s Super League,Arsenal,true,0,0,2100-10000,0,CLUB
265691,Rule,Charlize,69,3,Common,2,3,Basic,Australia,Barclays Women’s Super League,Brighton,false,0,200,150-10000,104,CLUB
266871,Warrington,Lewis,64,10,Rare,2,3,Basic,England,EFL Championship,Plymouth Argyle,false,0,0,150-10000,48,CLUB
267201,Fishlock,Jess,87,14,Radioactive EVO,4,4,Basic,Wales,National Women's Soccer League,OL Reign,true,0,0,1100-10000,0,CLUB
267215,Bixby,Bella,84,0,Rare,1,2,GK Basic,United States,National Women's Soccer League,Portland Thorns,true,0,0,1100-10000,0,CLUB
267224,Nally,Meaghan,75,5,Common,2,3,Basic,United States,National Women's Soccer League,Portland Thorns,false,0,0,300-10000,266,CLUB
267300,Fishel,Mia,87,25,Winter Wildcards Evo,3,4,Basic,United States,Barclays Women’s Super League,Chelsea,true,0,650,300-10000,0,CLUB
267378,Ali,Amirah,73,12,Common,3,3,Basic,United States,National Women's Soccer League,San Diego Wave,false,0,0,150-10000,110,CLUB
268756,Casiraghi,Daniele,69,16,Common,3,3,Basic,Italy,Serie BKT,Südtirol,false,0,200,150-10000,104,CLUB
269210,Legrout,Elise,74,14,Rare,3,3,Basic,France,D1 Arkema,AS Saint Étienne,true,0,0,300-10000,0,CLUB
269603,Smolarek,Włodzimierz,86,25,UT Heroes,3,3,Basic,Poland,Bundesliga,HERO,true,0,0,10500-50000,0,CLUB
270133,Diakité,Salim,67,5,Rare,2,2,Basic,France,Serie BKT,Ternana,false,0,0,250-10000,235,CLUB
270535,Zeljković,Ajdin,62,25,Rare,3,3,Basic,Sweden,Allsvenskan,IFK Värnamo,false,0,0,150-10000,47,CLUB
270637,Spencer,Brodie,60,3,Common,2,3,Basic,Northern Ireland,cinch Premiership,Motherwell,false,0,0,150-10000,18,CLUB
271511,Sanches Fernandes,Derensili,63,12,Common,3,4,Basic,Netherlands,Eredivisie,Excelsior,false,0,0,150-10000,19,CLUB
271568,Čanković,Jelena,79,14,Common,4,3,Basic,Serbia,Barclays Women’s Super League,Chelsea,true,0,0,350-10000,0,CLUB
271687,Ángel García,José Antonio,62,3,Rare,2,3,Basic,Spain,LALIGA EA SPORTS,Cádiz CF,false,0,0,150-10000,47,CLUB
272094,Benítez Ianuzzi,Fiamma,75,18,Common,4,3,Basic,Spain,Liga F,Valencia CF,false,0,0,300-10000,266,CLUB
272924,Monamay,Madi,60,5,Rare,2,3,Basic,Belgium,Bundesliga,Leverkusen,false,0,0,150-10000,45,CLUB
272987,Ferreira,Matías,65,5,CONMEBOL Sudamericana,2,1,Basic,Uruguay,CONMEBOL Sudamericana,Delfín SC,false,0,0,150-10000,98,CLUB
273480,Robinson,Gabrielle,68,5,Common,2,3,Basic,United States,National Women's Soccer League,KC Current,false,0,200,150-10000,102,CLUB
273540,Adeyemo,Tobi,55,25,Common,2,3,Basic,England,EFL Championship,Watford,false,0,0,150-10000,17,CLUB
50332172,Ricken,Lars,87,18,UEFA Heroes (Mens),3,4,Basic,Germany,Bundesliga,HERO,true,0,0,15000-290000,0,CLUB
50337321,Litmanen,Jari,89,18,UEFA Heroes (Mens),4,4,Basic,Finland,Eredivisie,HERO,true,0,0,32500-600000,0,CLUB
50337327,Kanu,Nwankwo,87,21,UEFA Heroes (Mens),4,3,Basic,Nigeria,Eredivisie,HERO,true,0,0,18500-350000,0,CLUB
50340121,Rosický,Tomáš,88,18,UEFA Heroes (Mens),4,4,Basic,Czech Republic,Bundesliga,HERO,true,0,0,45000-850000,0,CLUB
50495888,da Silva,Thiago Emiliano,87,5,Centurions,2,3,Basic,Brazil,Premier League,Chelsea,true,0,0,1000-10000,0,CLUB
50501064,Vela,Carlos,85,23,Radioactive,4,3,Basic,Mexico,Major League Soccer,LAFC,true,0,0,10500-30000,0,CLUB
50510157,Giroud,Olivier,84,0,Team of the Week,3,3,Basic,France,Serie A TIM,Milan,true,0,0,10250-70000,0,CLUB
50521692,Moore,Bobby,91,5,Winter Wildcards ICON,2,3,Basic,England,Icons,ICON,true,0,0,500-10000,0,CLUB
50521797,De Marcos Arana,Oscar,85,3,Team of the Week,4,3,Basic,Spain,LALIGA EA SPORTS,Athletic Club,true,0,0,10500-80000,0,CLUB
50524996,Shaqiri,Xherdan,85,18,Radioactive,5,4,Basic,Switzerland,Major League Soccer,Chicago Fire FC,true,0,0,10500-30000,0,CLUB
50533183,Varane,Raphaël,88,5,Thunderstruck,2,4,Basic,France,Premier League,Manchester Utd,true,0,0,56000-1100000,0,CLUB
50537217,Ward-Prowse,James,86,14,Trailblazers,3,3,Basic,England,Premier League,West Ham,true,0,0,10500-30000,0,CLUB
